Statement,Label
Challenges to Trump's immigration orders spread to more U.S. states,FALSE
Labour leader and other UK lawmakers could lose seats in cost cutting plan,FALSE
"In a Corner of the Everglades, a Way of Life Ebbs - The New York Times",FALSE
"Trump adviser: TPP 'dead,' will move quickly on bilateral trade deals",FALSE
 Trevor Noah Compares Texans Excited About Open Carry Law To Gay Pride Parade Celebrators (VIDEO),TRUE
LOL! DEMOCRATS’ “Poster Child For Stupidity” Can’t Tell MSNBC Host What Her Party Stands For Besides Hating Trump [VIDEO],TRUE
 Trump THREATENS Comey Via Twitter In His Most Autocratic Move Yet,TRUE
Lithuania gets minority government as junior partner leaves,FALSE
Boiler Room EP #124 – Weather Warfare & CNN Goblin Pits,TRUE
COLLEGE REPUBLICANS PRESIDENT Attacked by Antifa : “Like a pack of wolves”,TRUE
"BEYONCE DOUBLES DOWN…Debuts #LEMONADE, Another Race Baiting, Cop-Hating, Pro-Obama Song…With Sweet Michael Brown’s Mama and Serena Williams",TRUE
One person shot in Portland as anti-Trump protesters cross bridge: police,FALSE
"For Helping Immigrants, Chobani’s Founder Draws Threats - The New York Times",FALSE
LOL! Costco Puts Hillary In “Milk Aisle” For Book Signing…Customers Shout “HILLARY FOR PRISON!”…Ask For Membership Refunds [VIDEO],TRUE
WATCH JUDGE ORDER PUNK WEARING “POLICE LIE” T-SHIRT TO LEAVE COURTROOM…Or Face Contempt Charges,TRUE
The World Sees a Diminished America,TRUE
CONSERVATIVE Has Message For “DREAMERS” Screaming “He’s not my President!” and It’s HILARIOUS!,TRUE
MARKETWATCH LEFTIST: MSM’s “Blatant” Anti Trump Bias May Be Suicidal,TRUE
Comment on Facebook Daughter’s Day Hoax Is A Sign Of The Times by para kazanmak,TRUE
HATEFUL AND ANGRY OBAMA Tries To Bash Trump In Front Of Canadian Parliament…Real Classy BO!,TRUE
"DoD teams surveying US military sites for potential Gitmo transfers, lawmakers vow fight",FALSE
" On His Way Out The Door, Harry Reid Gives Big ‘F*ck You’ To Republicans And Hands Nevada To Hillary",TRUE
BOMBSHELL: Justice Clarence Thomas Accused Of Sexual Misconduct (VIDEO),TRUE
German Police Kill Assailant After Ax Attack Aboard a Train - The New York Times,FALSE
Austria Spearheads Balkan Frontier Defence Project,FALSE
CNN: One voter can make a difference by voting repeatedly,TRUE
Comment on 7 Effective Ways To Balance Hormones Naturally by Eat Your Way to Balanced Hormones! - NeilMD.com,TRUE
NATIVE AMERICAN TRIBE Will Offer Cash To Schools To STOP Using Indian Mascots…While 1 IN 3 Native Americans Live In Poverty,TRUE
 This Poll Shows EXACTLY How Much Americans Detest Trump,TRUE
Unhinged NBA Coach: ‘White People Especially’ Need To Be Made ‘Uncomfortable’ [Video],TRUE
New York City budget boss to state: We're not a 'piggy bank',FALSE
Why Long Voting Lines Could Have Long-Term Consequences - The New York Times,FALSE
Trump advisors try to pivot not fishtail,FALSE
"HILLARY WILL LAND IN PRISON, NOT THE OVAL OFFICE",TRUE
"Zimbabwe's Mugabe resigns, ending four decades of rule",FALSE
Nuclear Option-The Speech: Trump Rendering Sullen Democrats Irrelevant - Breitbart,FALSE
"Donald Trump Tax Records Show He Could Have Avoided Taxes for Nearly Two Decades, The Times Found - The New York Times",FALSE
"Factbox: Trump on Twitter (July 25) - Jeff Sessions, ObamaCare, trade deal",FALSE
HERE ARE THE FIVE State Department Rules That Hillary Violated [Video],TRUE
DALLAS RALLY VIDEO: Trump Lets It Rip On The “Lame Stream” Media and Karl Rove,TRUE
California considers tighter lobbying rules as 2016 election nears,FALSE
"5-STAR MOOCH, HER TAXPAYER FUNDED MOM And Meryl Streep Travel To Africa To Discuss “Gender Inequality”",TRUE
Homeschooling and Other Education Alternatives on the Rise,TRUE
Mexico presidential race roiled as leftist front-runner embraces right wing party,FALSE
The Atlantic VP: ’Democratization’ of News via the Internet Left People ’Overwhelmed with Information’ - Breitbart,FALSE
Kentucky county to appeal federal ruling striking right-to-work law,FALSE
BREAKING: COURAGEOUS FEDERAL JUDGE DENIES OBAMA’S REQUEST TO LIFT STAY ON EXECUTIVE AMNESTY,TRUE
WikiLeaks Shows George Soros Controlling Vote With 16 States Using SmartMatic Voting Machines,TRUE
Macron calls for French food chain changes to help farmers,FALSE
Woodward On Clinton Foundation “It’s Corrupt”,TRUE
SHARIA LAW GRANTS MUSLIM MAN Permission To Marry 8 Year Old [VIDEO],TRUE
 WATCH: Fox News Host Calls President Obama Weak For Not Declaring War On ISIS,TRUE
Poll Finds Voters in Both Parties Unhappy With Their Candidates - The New York Times,FALSE
" Fox Host Goes After ‘Soulless’ Hillary Clinton, Chelsea’s Response Is PRICELESS (TWEET)",TRUE
Germany may need constitutional change to allow it to strike back at hackers,FALSE
"To Understand Clinton’s Moment, Consider That It Came 32 Years After Ferraro’s - The New York Times",FALSE
The Bolton Threat to Trump’s Middle East Policy,TRUE
"Life at migrant centers in Germany: RT talks to volunteers, refugees about their hopes & fears",TRUE
5 Key Takeaways From President Trump’s Speech - The New York Times,FALSE
 Clinton Is Beating Trump By 9 Points In Pennsylvania – Here’s Why That Matters,TRUE
“GUATEMALAN” MAN DIES After Falling Into WASTE GRINDER At Meat Plant…Former Worker Claims They Hire “90% Illegal Aliens”…Including “10-12 Yr Old Kids”,TRUE
"On ‘Brexit,’ It’s Divorce First, Trade Talks Later, E.U. Tells U.K. - The New York Times",FALSE
Ingraham: The ’Trump-iest’ Parts of Obamacare Reform Are Missing from New Health Care Bill - Breitbart,FALSE
Barack Obama’s Final Arms-Export Totals Doubles That of Bush Administration,TRUE
The Glorious New PC NFL Starts Next Monday!,TRUE
Indian court acquits dentist couple of killing daughter,FALSE
"FORMER CIA AGENT SAYS OBAMA WORKING WITH MUSLIM BROTHERHOOD: “to remove American power and influence, including military forces, from Islamic lands.”",TRUE
 Obama Just OBLITERATED The GOP’s Threat To Kill The Supreme Court If Hillary Wins,TRUE
Pennsylvania Republican Pushing Ban on Private Gun Sales - Breitbart,FALSE
Free Care a ‘Blessing’ for Victims of Orlando Nightclub Attack - The New York Times,FALSE
Boiler Room EP #113 – ‘CNN is ISIS’,TRUE
Factbox: Trump on Twitter (December 7) - Pearl Harbor Remembrance Day,FALSE
Trump unyielding on Hispanic judge uproar,FALSE
 Chelsea Handler Has Hilarious Proposition For Donald Trump And His ‘Large Hands’ (TWEET),TRUE
"Your Tuesday Evening Briefing: Donald Trump, Golden State Warriors, Hillary Clinton - The New York Times",FALSE
"Exclusive: Trump says 'major, major' conflict with North Korea possible, but seeks diplomacy",FALSE
ELECTION WHISTLEBLOWER: DOJ In Cahoots With Dems…4 Million Dead On Voter Rolls…Trump Is Right! [Video],TRUE
UPDATE ON 9/11 MEMORIAL Banned for “Triggering” College Snowflakes,TRUE
Trump steps up attacks with 'bimbo' tweet before Fox News debate,FALSE
EXPERT CLAIMS N. KOREA’S SECOND MISSILE Test Demonstrates They Now Have Ability To Hit 3 Major Cities On U.S. Mainland,TRUE
Exclusive: Cambodia says opposition party could be barred from election,FALSE
"The Johnson Amendment, Which Trump Vows to ‘Destroy,’ Explained - The New York Times",FALSE
 The Daily Show’s Hasan Minaj Breaks Character And Admits He’s Scared For His Family (VIDEO),TRUE
Lionel Shriver’s Address on Cultural Appropriation Roils a Writers Festival - The New York Times,FALSE
" Republican Insiders Are Taking Aim At Trump, Calling On Pence To Drop Out",TRUE
Trump U.S. antitrust nominee says will be independent of White House,FALSE
WATCH: THINGS GET UGLY WHEN Canada’s Self-Proclaimed “FEMINIST” Prime Minister ELBOWS Woman From Conservative Party On House Of Commons Floor,TRUE
Boaty McBoatface II? P&O bravely asks the public to name its new ferry,TRUE
LOL! LIBERAL OHIO ACTIVIST GOES TO JAIL For 13 Counts Of Felony Voter Fraud…One Year After Falsely Accusing Elections Board Of Voter Fraud [VIDEO],TRUE
 Donald Trump’s Alma Mater Just Told Him To Go F*ck Himself,TRUE
Nanobots causing overwhelming depression. Not far off the end now...,TRUE
MESSAGE TO THE LEFT ON IMMIGRATION: If You Disagree With “AMERICA FIRST”…Who Are YOU Rooting For?,TRUE
Hillary Clinton: Supreme Court abortion ruling 'a victory for women',FALSE
Theresa May: National Threat Level Remains at Severe - ’A Terrorist Attack is Highly Likely’ - Breitbart,FALSE
Amerika: ‘Tolerant’ University Educators Exile Trump Voters from American Campuses,TRUE
Places to Put Your Hands Together - The New York Times,FALSE
United resumes Newark-Delhi flights after halt due to poor air quality,FALSE
Gallery Hopes to Sell Kanye West’s ‘Famous’ Sculpture for $4 Million - The New York Times,FALSE
RUDY GIULIANI SLAMS HILLARY After She Refuses The Endorsement Of This One Group…This’ll Make You Sick!,TRUE
Mistrial for 2 Ex-Officers in Albuquerque Killing of Mentally Ill Man - The New York Times,FALSE
 Twitter DESTROYS Trump For Irony Of Screaming About The ‘C’ Marking On Hillary’s Emails,TRUE
Russia warns it is close to retaliating after new U.S. sanctions bill: Ifax,FALSE
 ‘Liberal Media’ Scrubs Clip Of Chuck Todd Saying Something Mean About Ted Cruz (VIDEO),TRUE
ONE HILARIOUS TWEET Perfectly Sums Up How Irrelevant CNN Has Become,TRUE
"More than 100 dead in Philippine mudslides, flooding: officials",FALSE
Court orders Nigeria to pay $288 million to 1967 war victims,FALSE
Chris Paul’s Fast Hands and Gruesome Fingers - The New York Times,FALSE
"Japan to discuss broad econ framework with U.S., not bilateral FTA: Aso",FALSE
10 Ways America Is Preparing for World War 3,TRUE
Family of Armed Robbery Suspect Outraged Pizza Hut Employee Shot & Killed Their Son,TRUE
ANTI-TRUMP RADICAL Taunts TRUMP Supporters With ISIS Flag Photo And Beheading Video,TRUE
WOW! ATLANTA GYM OWNER BANS COPS…Makes ‘No Apologies’ For Policy or Sign (Video),TRUE
Turkish President Returns to Istanbul in Sign Military Coup Is Faltering - The New York Times,FALSE
"Comment on SJWs Outrage over Leonardo DiCaprio ""white Rumi"" role Unfounded, Iranian Explains Why by ztech",TRUE
(VIDEO) HILLARY CLINTON’S TWISTED APPROVAL OF SANCTUARY CITIES FOR ILLEGAL ALIENS,TRUE
"BREAKING: Florida Election Employees Caught Faking 1,000’s of Stolen Absentee Ballots in Massive Voter Fraud Scheme - USAPoliticsNow",TRUE
“Billionaire” Donald Trump’s Presidential Campaign Is Flat Out Broke,TRUE
Trump says strong Europe is important for U.S,FALSE
Report: More People Are Leaving New York Than Any Other Metro Area in the U.S. - Breitbart,FALSE
DID OBAMA ROB FANNIE & FREDDIE OF BILLIONS? Dr. Ben Carson’s Shocking Discovery At HUD Could Be A Clue! [Video],TRUE
Attorney General Sessions defends reply on Russia contacts,FALSE
"Syrian War Report – October 28, 2016: Militants Make Do-Or-Die Attempt to Break Aleppo Siege",TRUE
Clinton's pantsuits inspire flashmob video,FALSE
Tom Ford on Moving Back to US: Trump Made Me ’Feel More Nationalistic’ - Breitbart,FALSE
"U.S. military must accept transgender recruits by Jan. 1, judge rules",FALSE
Trump and Roger Stone Were Just Ordered To Court For Voter Intimidation Tactics,TRUE
Putin says Trump hampered from delivering electoral promises,FALSE
Trump to hold series of meetings as he assembles new administration,FALSE
"TV Viewership Falls in N.F.L. and Premier League: A Blip, or Something Worse? - The New York Times",FALSE
3 Remedies From Medieval Europe To Heal The Common Cold,TRUE
"California governor signs epinephrine bill, blasts Mylan",FALSE
BREAKING NEWS ON CLINTON INFORMANT’S Gag Order Will Have Hillary Shaking In Her Pantsuit,TRUE
 Trump’s Flip-Flop: Now He’s Complaining That Obama Deports Too Many People,TRUE
 Russia Claims They May Have Killed ISIS Leader Al-Baghdadi,TRUE
On Being a Black Female Math Whiz During the Space Race - The New York Times,FALSE
PRESIDENT TRUMP Issues Warning To John McCain After Senator’s ‘Tough’ Speech,TRUE
Appeals Court Judges Explain Why Donald Trump’s Immigration Order is Legal - Breitbart,FALSE
Trump endorses Romney niece Ronna Romney McDaniel for RNC chair,FALSE
HEY “SIMPLETONS”…We’ve Got Great News! The Left Is Going To Help You Identify “Fake News” [VIDEO],TRUE
"Istanbul's Ataturk airport reopens after jet crash, Turkish Airlines CEO says",FALSE
HOUSE TAKES ACTION TO BLOCK OBAMA From Releasing Every Last Guantanamo Terrorist Before Leaving White House,TRUE
Anthony Weiner and Huma Abedin to Separate After His Latest Sexting Scandal - The New York Times,FALSE
HILARIOUS! WATCH What Happens When Campus Cops Try To Kick “Students For Trump” Off Campus For Building Trump Wall [VIDEO],TRUE
 We Watched Sarah Palin’s Trump Endorsement Speech So You Don’t Have To (VIDEO),TRUE
BREAKING NEWS: TRUMP ADMIN ANNOUNCES “MASSIVE TAX CUT” For Businesses And Massive Tax Reform [VIDEO],TRUE
"Re: WE’RE NOT NASTY! Like all Democrats, Sally Kohn proves how little she thinks of women with this tweet",TRUE
LOVE AT FIRST LEAK! Former “Baywatch” Star Pamela Anderson Becomes Regular Visitor Of Wikileaks Founder Julian Assange: “I think he’s quite sexy”,TRUE
Donald Trump Wins The Presidency In Historic Victory,TRUE
North Carolina Hillary Supporter Brags on Facebook About Voting Multiple Times,TRUE
WORLD WAR 3 IS COMING,TRUE
Putin Tells Obama and Western Media: “Either stop talking about it or finally show some kind of proof”,TRUE
 WATCH: Lewis Black Hilariously BURNS Trump And Mocks Inauguration On The Daily Show,TRUE
Prominent Russian journalist leaves country after threats,FALSE
 Video Shows Whales Swimming That May Change Everything We Know About The BP Oil Spill (VIDEO),TRUE
U.S.-led coalition says Islamic State Syria convoy split in two,FALSE
Iraq Votes to Ban Americans in Response to Trump’s Immigration Order - Breitbart,FALSE
 Texas Teen Fatally Shoots Himself 5 Days After NRA-Recommended Gun Safety Course (VIDEO),TRUE
"Hillary Will Go To Prison, Not The Oval Office [Video]",TRUE
"Comment on Why We’re All Deficient In Magnesium, The Many Signs & What To Do by Ain’t No Sunshine: Seasonal SADness and Magnesium | Activation Health",TRUE
Former Prime Minister Is Elected President of Struggling Somalia - The New York Times,FALSE
After a terrible week Trump sticks with style over substance in Wisconsin,FALSE
Liberalism Past: Not Being an Idiot,TRUE
The Benefits of the Paleo Diet,TRUE
"As Calais ""Jungle"" Burns, Refugees Try To Storm Their Way Back In",TRUE
Obama Immigration Plan Seems to Divide Supreme Court - The New York Times,FALSE
Jerry Springer: Bannon ’Wants America To Be Basically Christian and White’ - Breitbart,FALSE
"WATCH: TRUMP’S BI-RACIAL, FORMER GIRLFRIEND Of Two Years…”I Would Never Date A Racist”",TRUE
U.S. Supreme Court to decide major case on Obama immigration plan,FALSE
 WATCH: Chuck Todd BLISTERS RNC Chair Over Trump’s Tax Return Refusal (VIDEO),TRUE
GAO to examine panel on foreign investment in U.S. strategic firms,FALSE
Angry and inspired: Democrats train new wave of candidates,FALSE
Mrs. Weiner,TRUE
India calls Rohingya refugees 'threat to national security',FALSE
Pope Francis Warns Nations Not to Take in More Refugees Than They Can Assimilate,TRUE
U.S. Senate moves Jeff Sessions toward confirmation as attorney general,FALSE
UP TO $1 MILLION TO BE DONATED TO WOUNDED WARRIOR PROJECT FROM SALES OF “American Sniper” DVD,TRUE
FORMER U.S. ATTORNEY: “It’s VERY Clear Intel Conspired to Frame Trump” (VIDEO),TRUE
Turkey says Gulen network behind U.S. case against Turkish trader,FALSE
BREAKING: CLINTON CHAIRMAN’S SISTER-IN-LAW Lobbied Clinton’s State Department…Earned Six Figure Income,TRUE
Iceland PM calls snap election after coalition party quits over 'breach of trust',FALSE
Battle over bathrooms looms large in North Carolina governor's race,FALSE
A MUST READ: OBAMA’S TREASON GOES INTO OVERDRIVE,TRUE
 Pro-Clinton Group Launches Devastating Nuclear War Ad Against Trump,TRUE
Saudi king says kingdom has made progress in tackling terrorism,FALSE
Trump’s Take on Corporate Tax Rate Could Look Very Much Like Obama’s - The New York Times,FALSE
"Dispatches from Wolf Country –Sitting in my cave, watching the spider spin",TRUE
Turkey detains lawyers of hunger-striking teachers ahead of trial,FALSE
Taiwan president visits U.S. territory of Guam despite Chinese ire,FALSE
Xi calls for concerted effort to resolve Korean peninsula issue: Xinhua,FALSE
"HILLARY PANDERS FOR BLACK VOTE: Busts Out In AWKARD, Fake Laugh When “Grieving Mom” Brings Up Cheating Bill [VIDEO]",TRUE
THE LIST OF 65 MAINSTREAM MEDIA “Journalists” You Should Never Trust: Wikileaks Busts Media Hacks Working With Hillary’s Top Advisors,TRUE
"REMEMBER “Pam” From “The Office”? The Real-Life Actress, Jenna Fischer, Just Got CALLED OUT On Twitter For Using Bad Information To Bash Trump’s Tax Bill",TRUE
Maria Sharapova Is Suspended From Tennis for Two Years - The New York Times,FALSE
"Pinera wins first round of Chile election, faces runoff",FALSE
"How America's Elections Are Hacked, Missing Link Discovered",TRUE
California Governor Signs Legislation Limiting Assault Weapons - The New York Times,FALSE
"Campaign Over, President Trump Will Hold a (What Else?) Campaign Rally - The New York Times",FALSE
UN Slams Aleppo Rebels Amid Accused Poison Gas Attacks,TRUE
"Music Video: Russians die, but they never surrender",TRUE
BUILD THE WALL! House Voted on Funding Trump’s Wall in Partisan Vote,TRUE
The Artist Peter Doig Wins a Case Involving a Painting’s Attribution - The New York Times,FALSE
Hawaii renews bid to narrow Trump travel ban,FALSE
Protesters target Trump buildings in massive street rallies,FALSE
WILL TRUMP PULL A “ROMNEY” In His First Debate? Says He Won’t Mention Bill’s Infidelities Unless Hillary Does This… [VIDEO],TRUE
Hurricane Irma likely to drop to Category 4 upon landfall in Florida: NHC,FALSE
Will Latino loathing of Trump drive a voter movement to swing the election?,FALSE
مذكرة مفاهيمية عن رئاسة الروسية,TRUE
White House says Congress has no reason to wait until after Nov election to take up TPP,FALSE
"U.N. envoy urges Security Council to visit Myanmar, Bangladesh",FALSE
Trump to nominate Hassett to chair Council of Economic Advisers,FALSE
Obama Lists Regrets -- Again: Failure to Secure Gun Control Still #1,FALSE
 Sen. Tim Scott: Running A Small Business Makes Me An Authority On Abortion (VIDEO),TRUE
Trump Executive Order on Ethics Commitments Bans Lobbying for Executive Branch Employees,TRUE
How Secure is Your Cellphone ??,TRUE
"Pope urges Trump to show concern for poor, be guided by ethical values",FALSE
Sugar Doesn’t Just Feed Cancer Cells it May Even CREATE Them,TRUE
Public Bullishness Towards Stocks Sees One Of The Highest 2-Week Jumps In History,TRUE
"State Department was not doing enough on emails, records: spokesman",FALSE
TEXAS COLLEGE STUDENTS OUTRAGED: Traditional 9/11 Memorial Flag Display Moved…Could “Offend” Some Students,TRUE
The NRA Just Admitted It Was Always Lying About Obama Confiscating Guns,TRUE
NY Times: Being a Sanctuary City ’Not Enough’,FALSE
JUDGE NAPOLITANO On Reckless Hillary’s Emails: She Could Be Responsible For Deaths Of CIA And FBI Agents [VIDEO],TRUE
"Episode #208 – ‘Not The Network’ – Sunday Wire with Hesher, Funk$oul and Patrick Henningsen Live from Iraq",TRUE
BUSTED! THE MOST DAMAGING Clinton Foundation Emails Yet: “Friends of Bill”,TRUE
Tom Hayden: Things Come Around in the Mideast,TRUE
 WATCH: Trump Declares Himself One Of The Best Presidents In History With Historic Low Approval Rating,TRUE
"Factbox: Five facts about Mike Pence, Trump's running mate pick",FALSE
"In the United States, anxiety is up, but crime is down",FALSE
Ohio State University Student Says Terrorist Attack Was “Misunderstanding” Caused By Racism [VIDEO],TRUE
ILLEGAL INVASION CONTINUES: NYC RAMPING UP TO GIVE 1 MILLION ILLEGALS VOTING RIGHTS,TRUE
Hollande and Trump agreed to 'clarify' key issues including Middle East: source,FALSE
 WATCH: Chomsky Explains Why The GOP Is The ‘Most Dangerous Organization In Human History’,TRUE
 Trump’s Son-In-Law OBLITERATED By His Jewish Family After Defending Trump’s Anti-Semitic Tweet,TRUE
You Can't Be Intersectional While at the Same Time Being Elitist and Exclusionary,TRUE
"AMERICA TAKES IN 37,027 “REFUGEES” IN 5 MONTHS: Why are we taking “REFUGEES” from places on this list?",TRUE
Kurdish leader Barzani condemns Iraqi parliament vote to remove Kirkuk governor: Kurdish media,FALSE
MILO and Pamela Geller Protest Sharia-Advocate Linda Sarsour in NYC - Breitbart,FALSE
"As Trump targets immigrants, U.S. farm sector looks to automate",FALSE
28 Alternative Uses for Life Saving Mylar Emergency Blankets,TRUE
CHRIS MATTHEWS CONFUSED About Georgia Election Loss: “I don’t know what the h*ll he was selling” [Video],TRUE
THE FUTURE BELONGS To AI And Whoever Masters It First Will Rule The World,TRUE
CNN Talker Famous for Saying 'Pu***' on Air Lashes Out at Newt for Saying Megyn's 'Obsessed with Sex',TRUE
"Murdoch's UK paper arm admits computer hacking, fuelling criticism of Sky takeover",FALSE
BOOM! JUDGE JEANINE PIRRO: “New deep divisions are created by Obama” [Video],TRUE
German industry see FDP revival boosting digital transition,FALSE
