Statement,Label
"TAKE A NUMBER, YOU’RE GONNA BE HERE A WHILE…Remember When Barack Promised Number Of Emergency Room Visits Would Decrease With Obamacare?",FALSE
"TAKE A NUMBER, YOU’RE GONNA BE HERE A WHILE…Remember When Barack Promised Number Of Emergency Room Visits Would Decrease With Obamacare?",FALSE
TAKE ACTION TO PUT SAFETY FIRST: Demand Congress Stop Funding Refugee Resettlement With YOUR Tax Dollars,FALSE
"Take cover, avoid bomb flash. Guam issues nuclear guidelines",TRUE
"TAKE IT DOWN! BLM Supporter, Dem Congressman Hangs COP-HATING, Race-Baiting Art-Work In U.S. Capitol Building",FALSE
"TAKE IT DOWN! BLM Supporter, Dem Congressman Hangs COP-HATING, Race-Baiting Art-Work In U.S. Capitol Building",FALSE
TAKE OUR POLL AND TELL US WHO YOU THINK WON TONIGHT’S DEBATE,FALSE
TAKE OUR POLL: Who Do You Think President Trump Should Pick To Replace James Comey?,FALSE
TAKE OUR POLL: Who Do You Think President Trump Should Pick To Replace James Comey?,FALSE
TAKE THE POLL: Tell Us Who You Think Will Be Trump’s Best Choice For VP,FALSE
TAKE THEM OFF OR PAY HUGE FINE! #NFL Won’t Allow Player To Honor 9-11 Victims With Memorial Cleats…Disrespecting Our Flag On 9-11 Is A-Okay,FALSE
TAKE THEM OFF OR PAY HUGE FINE! #NFL Won’t Allow Player To Honor 9-11 Victims With Memorial Cleats…Disrespecting Our Flag On 9-11 Is A-Okay,FALSE
TAKE THIS SHORT QUIZ: Which Radical Said It? We Guarantee The Answers Will Surprise You…,FALSE
TAKE THIS SHORT QUIZ: Which Radical Said It? We Guarantee The Answers Will Surprise You…,FALSE
TAKE THIS SHORT QUIZ: Which Radical Said It? We Guarantee The Answers Will Surprise You…,FALSE
Taking a tough stance on summer: conservatives in U.S. House,TRUE
Taking back control: UK's classic blue-and-gold passport to return,TRUE
Taking back control? Britain's May to make high-stakes Brexit speech,TRUE
Tale of two cities: Kurdish vote lays bare political divisions,TRUE
Tale of Two Donalds: Trump gives Europe splitting headache,TRUE
TALENTLESS Gigi Hadid Makes Ridiculous “Apology” For Mocking Immigrant Melania’s Accent: “I believe Melania understands show business”,FALSE
TALENTLESS Gigi Hadid Makes Ridiculous “Apology” For Mocking Immigrant Melania’s Accent: “I believe Melania understands show business”,FALSE
"Taliban attack Afghan checkpoints, killing more than 20 police",TRUE
Taliban attacks kill at least 69 across Afghanistan,TRUE
Taliban call on Trump to withdraw U.S. troops from Afghanistan,TRUE
"Taliban condemn Trump's decision on Afghanistan war, vow 'jihad' will go on",TRUE
"Taliban increases influence, territory in Afghanistan: U.S. watchdog",TRUE
Taliban kill at least 43 Afghan troops as they storm base: officials,TRUE
"Taliban shut down clinics in southern Afghan province, official says",TRUE
Talk of shifting funds away from Trump premature: Republican official,TRUE
Talk of Trump pullout alarms backers of Paris climate accord,TRUE
Talks on EU top court role after Brexit stalled: EU parliament Brexit coordinator,TRUE
Talks on future EU-UK ties before divorce settled would weaken EU: Macron,TRUE
Talks seek to secure Islamic State withdrawal from Raqqa-local official,TRUE
"Talks to form NZ coalition govt start, no decision until after final count",TRUE
Tanks seen heading toward Zimbabwe capital: witnesses,TRUE
Tanzania charges officials with economic sabotage over seized diamonds,TRUE
Tanzania closes third newspaper since June as part of media crackdown,TRUE
Tanzania investigates ex-minister days after he joins opposition,TRUE
Tanzania offers reward for arrest of anti-graft official who fled,TRUE
Tanzania president names tax expert as central bank governor,TRUE
Tanzania shuts down another 'days numbered' newspaper,TRUE
Tanzania suspends fourth newspaper since June in media crackdown,TRUE
Tanzanian minister quits after diamond mining investigation: state TV,TRUE
"Tanzanian president discloses salary, one of lowest among African leaders",TRUE
Tanzania's Magufuli sacks officials who failed to recall public works budget figures,TRUE
TARGET CAVES AFTER CUSTOMERS BOYCOTT Of Transgender Bathroom Policy Takes Toll Bottom Line,FALSE
TARGET MAKES DECISION TO ENDANGER Our Children By Allowing Men In Little Girls Bathrooms,FALSE
TARGET STORES TO REMOVE GENDER LABELS FROM KIDS DEPARTMENTS,FALSE
TARGET STORES TO REMOVE GENDER LABELS FROM KIDS DEPARTMENTS,FALSE
Targeting U.S. automaker signals possible China retaliation over Trump talk,TRUE
Tavis Smiley Drops A Truth Bomb About Obama And The Black Community [Video],FALSE
"Tax bill's 'pass-through' rule will aid wealthy, not workers: critics",TRUE
Tax March: Where Were You as Obama Wrecked Libya?,FALSE
Tax March: Where Were You as Obama Wrecked Libya?,FALSE
Tax overhaul drama moves to Senate as House approves its bill,TRUE
Tax policy expert eyed for senior White House economic post: CNBC,TRUE
Tax reform framework will appear end-Sept.: Congress source,TRUE
Tax trigger idea for Senate tax bill swiftly draws critics,TRUE
Tax-cut debate in U.S. Congress swings to Senate bill,TRUE
TAXPAYER FUNDED COLLEGE Gives Lessons On “How To Stop White People”,FALSE
TAXPAYER FUNDED COLLEGE Gives Lessons On “How To Stop White People”,FALSE
Taxpayer Funded Left-Wing Church Organization Will BREAK LAW To Hide ILLEGAL ALIENS (2016 Democrat Voters) From Authorities,FALSE
Taxpayer Funded Left-Wing Church Organization Will BREAK LAW To Hide ILLEGAL ALIENS (2016 Democrat Voters) From Authorities,FALSE
Taxpayer Funded Left-Wing Church Organization Will BREAK LAW To Hide ILLEGAL ALIENS (2016 Democrat Voters) From Authorities,FALSE
TAXPAYER FUNDED OPERATION CONSERVATIVE TAKE DOWN : DOJ Awards MI State Univ Huge Grant To Study ‘Far Right” Groups Use Of Social Media,FALSE
TAXPAYER FUNDED OPERATION CONSERVATIVE TAKE DOWN : DOJ Awards MI State Univ Huge Grant To Study ‘Far Right” Groups Use Of Social Media,FALSE
TAXPAYERS PAID SAME WOMEN WHO CRUSHED BABIES’ SKULLS FOR LIVING AND SOLD THEIR LUNGS TO ADVISE OBAMA ADMIN ON “Healthy Baby” BIRTHS,FALSE
TAXPAYERS PAID SAME WOMEN WHO CRUSHED BABIES’ SKULLS FOR LIVING AND SOLD THEIR LUNGS TO ADVISE OBAMA ADMIN ON “Healthy Baby” BIRTHS,FALSE
TAYA KYLE ENDORSES RICK PERRY FOR PRESIDENT – BASHES OBAMA,FALSE
Tea Party Republican Huelskamp loses re-election bid for U.S. House,TRUE
"TEACHER QUITS JOB After 5th, 6th Grade Muslim Students Threaten To Behead Her [VIDEO]",FALSE
"TEACHER QUITS JOB After 5th, 6th Grade Muslim Students Threaten To Behead Her [VIDEO]",FALSE
TEACHER Uses “Shooting at Trump” As An Option On Multiple Choice Quiz For High School Students,FALSE
TEACHER Uses “Shooting at Trump” As An Option On Multiple Choice Quiz For High School Students,FALSE
TEACHER’S LECTURE SPARKS OUTRAGE: “To Be White Is To Be Racist” [Video],FALSE
TEACHER’S UNION PROTEST Gets Ugly As Protesters And Cops Duke It Out [Video],FALSE
TEACHER’S UNION PROTEST Gets Ugly As Protesters And Cops Duke It Out [Video],FALSE
TEACHERS GIVE STUDENTS OUTRAGEOUS Religious Ed Assignment: Write Letter To Parents Saying You’ve Converted To Islam,FALSE
Teachers in Peru return to class as strike winds down,TRUE
"TEAM CLINTON MEMBER BILL GATES Pushed For Unlimited Guest Worker Permits Last Week…This Week Slashes 18,000 Jobs",FALSE
"TEAM CLINTON MEMBER BILL GATES Pushed For Unlimited Guest Worker Permits Last Week…This Week Slashes 18,000 Jobs",FALSE
Team Romney Joins GOP Establishment Fight Against Trump,FALSE
Tears and joy on Britain’s St. Helena as 'world's most useless airport' finally opens,TRUE
Tears in rain as Thais gather for late king's funeral,TRUE
Tech billionaire Thiel says Trump movement 'not going away',TRUE
Tech CEO Whitman calls Trump 'unfit' to be U.S. president,TRUE
"Tech companies join support of 'Dreamers,' challenging Trump",TRUE
Tech companies to lobby for immigrant 'Dreamers' to remain in U.S.,TRUE
Tech companies to meet on legal challenge to Trump immigration order,TRUE
"Tech employees vow not to help Trump surveil Muslims, deport immigrants",TRUE
Tech firms' encryption foe struggles for U.S. Senate re-election,TRUE
Tech investor Thiel to donate $1.25 million to Trump campaign,TRUE
Tech privacy ally Feingold leads in Wisconsin Senate race,TRUE
"Tech worker visas face uncertain future under Trump, Sessions",TRUE
Technicolor Thailand is back after a black-clad mourning year for late king,TRUE
TED CRUZ Demands We Put Immediate Halt On Plans To Bring Refugees With Terror Ties To America,FALSE
TED CRUZ Demands We Put Immediate Halt On Plans To Bring Refugees With Terror Ties To America,FALSE
Ted Cruz did not disclose 2012 Senate campaign loan: NY Times,TRUE
Ted Cruz hit with 'New York values'; Trump gets Giuliani backing,TRUE
TED CRUZ IS CONFRONTED BY ANGRY FARMER IN IOWA…Watch How He Responds,FALSE
"Ted Cruz jeered for refusing to back Trump, exposing Republican rift",TRUE
Ted Cruz wins Wyoming Republican presidential nominating contest,TRUE
TED CRUZ: Vilification of Law Enforcement Coming From Top…All The Way To President Of United States,FALSE
Ted Cruz's wife escorted off Republican convention floor amid booing,TRUE
Teen Jackie Evancho first singer confirmed for Trump inauguration,TRUE
Teen That Anthony Weiner Sexted Speaks Out For The First Time,FALSE
"TEEN VOGUE Publishes Article To Teach Teen Girls How To Have Anal Sex: “ANAL 101, for teens, beginners”",FALSE
"TEEN VOGUE Publishes Article To Teach Teen Girls How To Have Anal Sex: “ANAL 101, for teens, beginners”",FALSE
TEEN WEARING CONFEDERATE FLAG SHIRT TO MICHIGAN SCHOOL Told To Go Home Or Change It [Video],FALSE
Teenage IS supporter guilty of plotting attack on Bieber concert in UK,TRUE
Teenager appears in UK court charged with London bomb attack,TRUE
Teenager to stand trial in March over London bomb attack,TRUE
"TEFLON DON: “You Bet Your Ass” I’d Approve Waterboarding, “If It Doesn’t Work, They Deserve It Anyway” [VIDEO]",FALSE
TEFLON DON: TRUMP SOARS AS BUSH CRASHES,FALSE
Tehran says no link between Britain's debt to Iran and jailed dual national's case: TV,TRUE
Telefonica suspends customer service operations in Guatemala after killings,TRUE
Televisa exec shot dead outside Mexico City while riding bike,TRUE
TELL-ALL BOOK Exposes What A Nightmare Hillary Clinton Was To White House Staff…”Jekyll and Hyde”,FALSE
Temer warns pension reform failure will hurt Brazil's credibility,TRUE
"Temer, congressional leaders delay Brazil pension vote",TRUE
TEMPERS FLARE IN DC: BIKERS FOR TRUMP Break Through Protester Line…Rioters Trap Wife Of Trump Supporter…Trump Bikers Brawl With Masked Protesters [VIDEO],FALSE
TEMPERS FLARE IN DC: BIKERS FOR TRUMP Break Through Protester Line…Rioters Trap Wife Of Trump Supporter…Trump Bikers Brawl With Masked Protesters [VIDEO],FALSE
Tempers fray as search for survivors winds down after Mexico quake,TRUE
Temporary U.S. government funding bill hits snag in Senate,TRUE
Ten bodies found in mass grave in Myanmar: army newspaper,TRUE
"Ten days to crack Brexit deal, EU tells May",TRUE
TEN INCIDENTS IN TEN DAYS That Prove TRUMP Right on Sweden’s Mass Muslim Migration Problem [VIDEO],FALSE
Ten million Australians vote so far in same-sex marriage poll,TRUE
"Ten Things We’ve Learned from Hurricane Harvey and the Texas Flood 2017: ‘Race doesn’t divide us, the media divides us’",FALSE
Tennessee bill would allow counselors to deny service based on religion,TRUE
Tennessee governor endorses Rubio in Republican presidential bid,TRUE
Tennessee law to allow counselors to deny service based on beliefs,TRUE
Tennessee lawmaker ousted after sex harassment allegations: media,TRUE
"TENNESSEE: ARMED FUGITIVES Wanted For Murder Of 2 Prison Guards, One Who Was Working Overtime To Care For Sick Wife, Get Big SURPRISE When BRAVE Armed Citizen Nabs Them [VIDEO]",FALSE
"TENNESSEE: ARMED FUGITIVES Wanted For Murder Of 2 Prison Guards, One Who Was Working Overtime To Care For Sick Wife, Get Big SURPRISE When BRAVE Armed Citizen Nabs Them [VIDEO]",FALSE
Tennis: Halep keeps her wits to reach round three,TRUE
Tens of thousands march for abortion rights in Ireland,TRUE
Tens of thousands march to defend Hong Kong's rule of law against China,TRUE
Tens of thousands of Indonesians rally over Trump's Jerusalem stance,TRUE
"Tens of thousands of Israelis protest against Netanyahu, corruption",TRUE
Tension grips Nigerian city as separatist leader goes missing,TRUE
Tension in South Sudan capital after bid to disarm detained ex-army chief,TRUE
Tension rises as Australia starts to dismantle Papua New Guinea detention center,TRUE
Tensions lurk behind Pence's 'partnership' visit to Indonesia,TRUE
Tensions rise at North Dakota pipeline as Trump set to take White House,TRUE
"Tensions simmer below surface as Trump, Republicans map strategy",TRUE
"Tensions, talks, courts: three scenarios for Spain-Catalonia stand-off",TRUE
"TERMINALLY ILL FORMER MISS WI: “Until my last breath, I will use this voice to tell who Mr. Trump really is” [VIDEO]",FALSE
TERRIFIC! PRESIDENT TRUMP Takes On The United Nations With Latest Executive Order,FALSE
TERRIFIC! PRESIDENT TRUMP Takes On The United Nations With Latest Executive Order,FALSE
TERROR AND DEATH THREATS CAUSE Carson And Trump To FINALLY Get Secret Service Protection…Hillary Gets Upgrade,FALSE
"TERROR EXPERT WARNS: If ISIS Isn’t Stopped, Europe Will Become Urban War Zone",FALSE
TERROR FEARS Keeping Tourists Away From OPEN BORDERS Paris…Costs Economy €1.3 Billion [SHOCKING VIDEOS],FALSE
TERROR FEARS Keeping Tourists Away From OPEN BORDERS Paris…Costs Economy €1.3 Billion [SHOCKING VIDEOS],FALSE
TERROR GROUP PLANS VIOLENCE AGAINST TRUMP SUPPORTERS: Shocking Flier Reveals Calls For VIOLENCE: “Smash White Supremacy”,FALSE
TERROR GROUP PLANS VIOLENCE AGAINST TRUMP SUPPORTERS: Shocking Flier Reveals Calls For VIOLENCE: “Smash White Supremacy”,FALSE
TERRORISM EXPERT SEBASTIAN GORKA On What Next After London Terror Attack [Video],FALSE
TERROR-TIED GROUP Plans In-Your-Face Parade Float At Tomorrow’s Veterans’ Day Parade,FALSE
TESTY SHEILA JACKSON LEE Challenges Trump’s Budget Director: “You’re not a doctor?”…Director: “Are you?” [Video],FALSE
TESTY SHEILA JACKSON LEE Challenges Trump’s Budget Director: “You’re not a doctor?”…Director: “Are you?” [Video],FALSE
Texas attorney general backs Trump in travel ban litigation,TRUE
Texas 'bathroom bill' dies in special legislative session,TRUE
Texas 'bathroom bills' stall in special legislative session,TRUE
Texas bill restricting insurance coverage for abortions nears approval,TRUE
Texas border county of El Paso sues to halt 'sanctuary cities' law,TRUE
Texas business leaders call on lawmakers to drop 'bathroom bill',TRUE
"TEXAS CHURCH SHOOTER: Years Before ‘Soft Target’ Attack, Gunman Tried to Carry Out Death Threats on CIA Linked Air Force Base",FALSE
"TEXAS CHURCH SHOOTER: Years Before ‘Soft Target’ Attack, Gunman Tried to Carry Out Death Threats on CIA Linked Air Force Base",FALSE
TEXAS CIVIL RIGHTS LAWYER and Dartmouth Grad Says He’d Be “OK if #BetsyDeVos was sexually assaulted” After DeVos Announced Law Would Be Restored In College Sex Assault Cases,FALSE
TEXAS CIVIL RIGHTS LAWYER and Dartmouth Grad Says He’d Be “OK if #BetsyDeVos was sexually assaulted” After DeVos Announced Law Would Be Restored In College Sex Assault Cases,FALSE
TEXAS COLLEGE STUDENTS OUTRAGED: Traditional 9/11 Memorial Flag Display Moved…Could “Offend” Some Students,FALSE
Texas committee passes bill to curb transgender bathroom access,TRUE
"TEXAS CONGRESSMAN Lets Screaming Leftist Agitator Have It: “You sir, SHUT UP!” [Video]",FALSE
"TEXAS CONGRESSMAN Lets Screaming Leftist Agitator Have It: “You sir, SHUT UP!” [Video]",FALSE
Texas congressman will not seek re-election in wake of nude photo,TRUE
Texas court dismisses indictment against former governor Rick Perry,TRUE
Texas cuts funding to Travis County over 'sanctuary city' policy,TRUE
TEXAS DAYCARE WORKERS FIRED For Refusing To Call A Little Girl With Two Male Parents A “Boy”,FALSE
Texas enacts new abortion restrictions that include tissue disposal,TRUE
Texas eyes 'women's privacy act' that critics say targets transgender people,TRUE
Texas gives Houston $50 million for Hurricane Harvey costs,TRUE
Texas governor approves adoption bill that critics contend discriminates,TRUE
Texas governor calls legislative session; could include bathroom bill,TRUE
Texas governor draws criticism for joke about shooting journalists,TRUE
TEXAS GOVERNOR FOR VP! Abbott Pushes Back On Obama’s Agenda Like No One Else [Video],FALSE
Texas governor signs bill to limit insurance coverage for abortions,TRUE
"Texas Governor signs Dallas, Houston pension bills",TRUE
Texas governor signs into law bill to punish 'sanctuary cities',TRUE
Texas governor signs relaxed version of voter ID legislation,TRUE
Texas governor takes aim at 'caustic' tweeter who won county GOP race,TRUE
TEXAS GOVERNOR Warns Feds To Stop Illegal Land Grab In Texas [Video],FALSE
Texas House approves a bill targeting 'sanctuary cities',TRUE
Texas House approves new voter ID bill after setbacks in court,TRUE
Texas House passes 'bathroom bill' targeting public schools,TRUE
Texas lawyer sues Cruz to challenge eligibility,TRUE
"TEXAS MAN ORDERED To Pay $65,000 In Child Support For Kid Who Isn’t His…After DNA Test Proves He’s NOT The Father",FALSE
Texas moves toward post-Harvey recovery; gas prices slip,TRUE
Texas official to retire after criticizing Planned Parenthood cuts,TRUE
TEXAS PIG FARMER Has BRILLIANT Idea After Muslims DEMAND He Moves So They Can Build A Mosque [VIDEO],FALSE
Texas Planned Parenthood asks judge to block Medicaid funding cut,TRUE
Texas politician slammed for tweet sent after Florida shooting,TRUE
Texas prosecutor offers probation to anti-abortion activist behind video,TRUE
Texas Senate votes to curb transgender access to public bathrooms,TRUE
"Texas, four other states sue over U.S. transgender health policy",TRUE
Text of Michael Flynn's letter resigning as national security adviser,TRUE
Text of Nobel Peace Prize award to anti-nuclear campaign ICAN,TRUE
Text: Ex-FBI Director Comey's prepared testimony to Senate panel,TRUE
Text: Mitt Romney speech slamming Donald Trump,TRUE
Text: Trump recognizes Jerusalem as Israel's capital,TRUE
Thai activists ordered to pay $16 million for occupying airports,TRUE
"Thai air safety upgrade opens up growing China, Korea, Japan markets",TRUE
Thai authorities close in on Yingluck's escape accomplices,TRUE
Thai court issues arrest warrants over arms cache,TRUE
Thai court issues second arrest warrant for fugitive former PM Yingluck,TRUE
Thai court jails man for 27 years over Bangkok hospital bomb,TRUE
Thai court looks into lawsuit against owner of Leicester City,TRUE
Thai former PM Yingluck gets five-year jail term for negligence,TRUE
Thai government takes action against monk over anti-Muslim views,TRUE
Thai hotels booked up ahead of funeral of revered king,TRUE
Thai immigration police chief says no information Yingluck has fled country,TRUE
Thai junta and Muslim separatists trade blame over peace steps,TRUE
Thai junta leader says fugitive former PM Yingluck is in Dubai,TRUE
"Thai junta leader, backers fuel suspicions of plans to stay in power",TRUE
Thai junta says to allow parties to get ready for 2018 election,TRUE
Thai junta sets firm date for election after many false starts,TRUE
Thai junta tells Japan investors $45-billion development plan to go ahead,TRUE
Thai king marks completion of royal cremation site ahead of funeral,TRUE
Thai king's death adds to uncertainty about Obama's faltering Asia pivot,TRUE
Thai king's remains laid to rest at end of five-day ceremony,TRUE
Thai monks receive alms to mark a year since death of King Bhumibol,TRUE
Thai PM reshuffles cabinet for the fifth time since coup,TRUE
Thai PM says 'don't worry' about U.S. trade policy yet,TRUE
"Thai PM says no trade with North Korea, ahead of U.S. envoy's visit",TRUE
Thai police arrest 16 protesting against coal-fired power plant,TRUE
Thai police arrest Hells Angels gang members,TRUE
Thai politician eyes kingmaker role as election plotting starts,TRUE
"Thai rubber farmers plan protest over low prices, seek aid",TRUE
"Thai rubber farmers plan protest over low prices, seek aid",TRUE
Thai tour guide arrested for inappropriate behavior at Buddhist temple,TRUE
Thai university removes student leader for defying royalist tradition,TRUE
Thailand approves $2.2 billion in help for rice farmers,TRUE
Thailand arrests woman wanted over deadly 2015 bombing at shrine,TRUE
Thailand kicks off sumptuous funeral of King Bhumibol Adulyadej,TRUE
Thailand kicks off sumptuous funeral of King Bhumibol Adulyadej,TRUE
Thailand plans joint arms factory with China,TRUE
Thailand prepares to bid farewell to 'the people's king',TRUE
Thailand prime minister to visit White House on October 3,TRUE
Thailand rehearses lavish $90 million funeral for late king,TRUE
"Thailand says closely watching Myanmar crisis, ready to provide aid",TRUE
Thailand seeks air safety rating upgrade by U.S. aviation body,TRUE
Thailand seeks to prosecute ousted PM Thaksin in absentia in two graft cases,TRUE
"THAILAND THREATENS TO PROSECUTE FACEBOOK Over Embarrassing Video Showing King Walking Through Mall In Yellow Crop Top, Covered In Tattoos [VIDEO]",FALSE
"THAILAND THREATENS TO PROSECUTE FACEBOOK Over Embarrassing Video Showing King Walking Through Mall In Yellow Crop Top, Covered In Tattoos [VIDEO]",FALSE
Thailand's Buddhism chief removed after pressure from religious groups,TRUE
Thailand's Buddhist monks order reforms ahead of royal transition,TRUE
Thailand's main party urges junta to end ban on political activity,TRUE
